gene_id	log2FC_RNA	lfcSE_RNA	pvalue_RNA	padj_RNA	baseMean_counts_RNA	log2FC_basis_RNA	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus
MM_RS16115	2.42502156988027	0.666359896998565	0.000273478956162721	0.00333455261044579	229.906771037686	raw_counts / DESeq2 median-of-ratios	0.168	1.005	35.673	207.098	35.673	207.098
MM_RS07140	1.69822478530872	0.467054990199513	0.000276874794146736	0.00333455261044579	435.789502872109	raw_counts / DESeq2 median-of-ratios	0.15	0.425	31.625	92.252	31.625	92.252
MM_RS09210	1.63051275558096	0.448416210455722	0.000276733279733811	0.00333455261044579	514.69092385934	raw_counts / DESeq2 median-of-ratios	155.96	488.101	33163.026	102324.306	33163.026	102324.306
MM_RS02735	-1.3994686379062	0.384954028293582	0.000277530727510963	0.00333455261044579	5540.61600319364	raw_counts / DESeq2 median-of-ratios	11.004	3.891	2325.465	832.028	2325.465	832.028
MM_RS11005	-1.77583340228951	0.48929765958356	0.000284133661458172	0.00339681792273245	261.774576319013	raw_counts / DESeq2 median-of-ratios	1.21	0.355	258.252	74.331	258.252	74.331
MM_RS13035	-1.75386345953387	0.484895810616693	0.000298048430542445	0.00352789008627221	136.082474956544	raw_counts / DESeq2 median-of-ratios	3.134	0.914	662.889	192.8	662.889	192.8
MM_RS14790	1.48530746386975	0.410526783418236	0.000296828169052189	0.00352789008627221	226.801155795936	raw_counts / DESeq2 median-of-ratios	0.21	0.539	44.554	115.54	44.554	115.54
MM_RS00870	1.85670378351368	0.513699193191439	0.000301067911931593	0.00354607575087901	213.228757485005	raw_counts / DESeq2 median-of-ratios	2.187	7.572	470.191	1598.558	470.191	1598.558
MM_RS08115	1.82902798486847	0.506764400994579	0.000307110255593559	0.00359951284864803	80.5165098307308	raw_counts / DESeq2 median-of-ratios	0.108	0.359	22.977	76.242	22.977	76.242
MM_RS09525	-1.52026327688591	0.421694386549547	0.000311996160389956	0.00363894058288969	361.964712894223	raw_counts / DESeq2 median-of-ratios	0.501	0.154	106.973	33.159	106.973	33.159
MM_RS15735	-1.4965204405595	0.415483473233439	0.000315927627489122	0.00366690755983733	318.941735169524	raw_counts / DESeq2 median-of-ratios	0.578	0.191	122.177	40.847	122.177	40.847
MM_RS05155	1.46892886639783	0.408137434235801	0.000319316097626957	0.00368833231606789	421.154346401637	raw_counts / DESeq2 median-of-ratios	0.583	1.419	124.096	306.428	124.096	306.428
MM_RS16605	-1.38976577458633	0.386941033169195	0.00032856158665976	0.00377687862357445	412.256939644361	raw_counts / DESeq2 median-of-ratios	0.845	0.292	179.414	62.71	179.414	62.71
MM_RS06120	-1.38879282665535	0.387134470502196	0.00033403599404701	0.00382143570223159	302.587573966397	raw_counts / DESeq2 median-of-ratios	0.393	0.139	83.51	29.701	83.51	29.701
MM_RS09680	1.4035796524486	0.391395640555947	0.000335674269428861	0.00382189132478289	632.832618166563	raw_counts / DESeq2 median-of-ratios	0.528	1.257	112.922	269.509	112.922	269.509
MM_RS12920	-2.18324140017165	0.609040375523419	0.000337435385080667	0.00382373462430272	110.774468604991	raw_counts / DESeq2 median-of-ratios	12.902	2.871	2705.133	604.152	2705.133	604.152
MM_RS13340	-9.02024374304058	2.53546729085637	0.000374221955868525	0.00420077322291851	3516.97535186399	raw_counts / DESeq2 median-of-ratios	6.352	0.012	1301.84	2.575	1301.84	2.575
MM_RS10490	1.63727973958132	0.460163970697757	0.000373638837208445	0.00420077322291851	145.754328088515	raw_counts / DESeq2 median-of-ratios	0.27	0.754	57.687	161.787	57.687	161.787
MM_RS09115	-1.52568929328661	0.429487230540294	0.000381805521227153	0.00426587383763609	319.493030152704	raw_counts / DESeq2 median-of-ratios	20.591	6.952	4394.814	1465.579	4394.814	1465.579
MM_RS15825	-1.71565833321984	0.485214093250459	0.00040642076730653	0.0044990946807704	116.945414444054	raw_counts / DESeq2 median-of-ratios	0.442	0.12	93.626	25.995	93.626	25.995
MM_RS09555	-1.5629594012313	0.442030309346568	0.000406442681324302	0.0044990946807704	1633.20824505018	raw_counts / DESeq2 median-of-ratios	4.011	1.215	845.9	262.438	845.9	262.438
MM_RS06100	-1.88890588865956	0.535225970227244	0.000416858035040117	0.00459312240452037	86.9137849944205	raw_counts / DESeq2 median-of-ratios	0.167	0.039	35.537	8.473	35.537	8.473
MM_RS04635	-1.44016853200786	0.408235452956457	0.000419046075879108	0.00459605122672911	269.91835779932	raw_counts / DESeq2 median-of-ratios	0.494	0.165	104.893	35.442	104.893	35.442
MM_RS04210	-1.74141302749584	0.493989570747546	0.000423159966450037	0.00461997935973533	220.099955262188	raw_counts / DESeq2 median-of-ratios	2.81	0.776	591.396	166.646	591.396	166.646
MM_RS10140	1.63411607064436	0.463804712489058	0.000426233158112088	0.00463237945930001	119.690120039208	raw_counts / DESeq2 median-of-ratios	0.392	1.178	83.345	249.06	83.345	249.06
MM_RS10020	-1.88024159474661	0.534379251367861	0.000433907511527167	0.00469444733059483	120.157686834708	raw_counts / DESeq2 median-of-ratios	0.212	0.055	44.582	11.715	44.582	11.715
MM_RS05250	-1.51008013804808	0.431776598659218	0.000469879384873054	0.00506072796951113	199.776687157359	raw_counts / DESeq2 median-of-ratios	8.075	2.756	1716.632	581.746	1716.632	581.746
MM_RS08850	1.41572387685204	0.405104587586938	0.00047457348710585	0.00508836415995555	237.689258598893	raw_counts / DESeq2 median-of-ratios	0.405	1.002	86.512	213.702	86.512	213.702
MM_RS04915	-1.48796710379564	0.426457127994391	0.000484583744803164	0.00517249881171592	1286.31110751659	raw_counts / DESeq2 median-of-ratios	5.696	2.029	1203.971	427.602	1203.971	427.602
MM_RS10935	-1.94626555126588	0.560696299326078	0.000518218617693135	0.00550693651068572	65.3609389935769	raw_counts / DESeq2 median-of-ratios	0.217	0.052	46.515	11.008	46.515	11.008
MM_RS12870	-1.695095621559	0.488633613225006	0.000522297522459421	0.00551719619110453	148.375152810244	raw_counts / DESeq2 median-of-ratios	0.221	0.059	47.309	12.836	47.309	12.836
MM_RS05260	-1.41360699234755	0.407581435330084	0.00052379905285685	0.00551719619110453	1124.76020933448	raw_counts / DESeq2 median-of-ratios	8.751	3.268	1855.771	688.075	1855.771	688.075
MM_RS08015	-1.65782922525201	0.480329497882645	0.000557600351401996	0.00582990141204494	141.37603962338	raw_counts / DESeq2 median-of-ratios	0.398	0.121	85.101	25.486	85.101	25.486
MM_RS10715	-1.51250734586241	0.438271685148442	0.000558363623320072	0.00582990141204494	202.765266817082	raw_counts / DESeq2 median-of-ratios	0.812	0.261	171.889	56.026	171.889	56.026
MM_RS12875	-2.28453528173289	0.66316384590113	0.000571263846395487	0.00593866024665917	40.3587609629909	raw_counts / DESeq2 median-of-ratios	0.748	0.14	158.029	30.219	158.029	30.219
MM_RS01950	1.48131322611584	0.430318598112802	0.000576653861490371	0.00596874191698475	535.189127503368	raw_counts / DESeq2 median-of-ratios	0.989	2.694	211.51	567.708	211.51	567.708
MM_RS12120	-1.31683383521589	0.385801992257557	0.000641959651975904	0.00661605830980339	1423.90611928866	raw_counts / DESeq2 median-of-ratios	67.419	26.037	14388.117	5504.474	14388.117	5504.474
MM_RS16610	-1.70749899770203	0.501663294414274	0.000664857195060681	0.00682263327635231	238.020564658281	raw_counts / DESeq2 median-of-ratios	2.089	0.65	445.27	135.771	445.27	135.771
MM_RS07380	-1.36965150722993	0.402732996342024	0.000671663083500243	0.00686301894294479	322.595702769338	raw_counts / DESeq2 median-of-ratios	0.955	0.333	202.587	71.632	202.587	71.632
MM_RS17915	-2.56947948381368	0.757261858532678	0.000691016506271725	0.00701662408323894	99.9445220210615	raw_counts / DESeq2 median-of-ratios	1.468	0.215	305.648	47.246	305.648	47.246
MM_RS08635	-2.20293857494615	0.649354439558662	0.000692565154180004	0.00701662408323894	39.0861741249109	raw_counts / DESeq2 median-of-ratios	0.089	0.018	19.07	3.841	19.07	3.841
MM_RS06050	-1.99127815136446	0.58831676721722	0.000712550326137712	0.00715843625964399	80.7888729199578	raw_counts / DESeq2 median-of-ratios	0.309	0.071	65.038	15.39	65.038	15.39
MM_RS06335	1.39132740213416	0.410939719709684	0.000709914176386608	0.00715843625964399	209.688987824881	raw_counts / DESeq2 median-of-ratios	0.163	0.386	34.578	82.861	34.578	82.861
MM_RS11070	-2.1165905294068	0.62709677968748	0.000737563031897924	0.0073787163567696	50.771345880287	raw_counts / DESeq2 median-of-ratios	7.143	1.641	1511.417	343.679	1511.417	343.679
MM_RS03420	-1.81166444897083	0.538103349105339	0.000760570445453616	0.00757718306283165	109.557555230945	raw_counts / DESeq2 median-of-ratios	0.272	0.067	57.423	14.692	57.423	14.692
MM_RS16570	1.38121497475702	0.410529505013522	0.000766902992606503	0.00760856869428277	192.427121836458	raw_counts / DESeq2 median-of-ratios	0.187	0.462	39.893	98.199	39.893	98.199
MM_RS14180	2.27522009943787	0.676767057498776	0.000774094234708112	0.00764817898837643	221.854255067536	raw_counts / DESeq2 median-of-ratios	0.387	1.45	83.627	320.405	83.627	320.405
MM_RS00050	-1.54230412841851	0.459452965276175	0.000788424222147333	0.00773404831542844	294.257307361053	raw_counts / DESeq2 median-of-ratios	3.129	0.996	671.341	211.802	671.341	211.802
MM_RS02345	1.24506495531148	0.370937471496832	0.000789254616881865	0.00773404831542844	519.894172343455	raw_counts / DESeq2 median-of-ratios	4.752	10.698	1008.998	2273.591	1008.998	2273.591
MM_RS13335	-8.61018970857239	2.57615232229999	0.000830969922080834	0.00807004515380406	853.519328971948	raw_counts / DESeq2 median-of-ratios	9.215	0.021	1888.479	4.535	1888.479	4.535
